<<<<<<< HEAD
id,station_id,alarm_id,parameter_id,start_time,end_time,value,threshold
10167827,1161115030,308,121,2017-10-23 12:40:22,2017-10-23 12:40:27,241,240
10167829,1161115030,308,121,2017-10-23 12:40:35,2017-10-23 12:40:40,241,240
10167842,1161114071,308,121,2017-10-23 12:40:37,2017-10-23 12:44:59,241,240
10167830,1161115028,309,121,2017-10-23 12:41:14,2017-10-23 12:41:18,199,200
10167832,1161115028,309,121,2017-10-23 12:41:22,2017-10-23 12:41:42,199,200
10167833,1161115030,308,121,2017-10-23 12:41:40,2017-10-23 12:41:51,241,240
10167828,1161114002,312,143,2017-10-23 12:41:42,2017-10-23 12:41:45,28.5,28
10167834,1161115028,309,121,2017-10-23 12:41:45,2017-10-23 12:41:47,199,200
10167835,1161115030,308,121,2017-10-23 12:41:54,2017-10-23 12:42:22,241,240
10167836,1161115028,309,121,2017-10-23 12:42:03,2017-10-23 12:42:09,199,200
10167838,1161115030,308,121,2017-10-23 12:42:26,2017-10-23 12:42:27,241,240
10167839,1161115030,308,121,2017-10-23 12:42:28,2017-10-23 12:42:30,241,240
10167841,1161115028,309,121,2017-10-23 12:42:30,2017-10-23 12:43:35,199,200
10167831,1161114070,323,1,2017-10-23 12:42:45,2017-10-23 12:43:53,999999,999999
10167837,1161114026,323,1,2017-10-23 12:43:39,2017-10-23 12:44:36,999999,999999
10167843,1161115030,308,121,2017-10-23 12:43:44,2017-10-23 12:43:45,241,240
10167840,1161114055,303,116,2017-10-23 12:44:20,2017-10-23 12:44:21,999999,999999
10167855,1161114071,308,121,2017-10-23 12:45:07,2017-10-23 12:45:11,241,240
10167845,1161115030,308,121,2017-10-23 12:45:45,2017-10-23 12:47:14,241,240
10167850,1161114065,303,116,2017-10-23 12:45:49,2017-10-23 12:45:50,999999,999999
10167857,1161114071,308,121,2017-10-23 12:45:49,2017-10-23 12:46:03,241,240
10167844,1161114039,323,1,2017-10-23 12:45:56,2017-10-23 12:46:10,999999,999999
10167858,1161114071,308,121,2017-10-23 12:46:26,2017-10-23 12:46:48,241,240
10167849,1161115030,308,121,2017-10-23 12:47:15,2017-10-23 12:50:08,241,240
10167846,1161114074,323,1,2017-10-23 12:47:22,2017-10-23 12:47:41,999999,999999
10167860,1161114071,308,121,2017-10-23 12:47:52,2017-10-23 12:52:57,241,240
10167847,1161114012,323,1,2017-10-23 12:48:09,2017-10-23 12:48:23,999999,999999
10167853,1161115040,323,1,2017-10-23 12:48:56,,999999,999999
10167854,1161114021,323,1,2017-10-23 12:49:01,2017-10-23 12:50:06,999999,999999
10167848,1161114060,308,121,2017-10-23 12:49:18,2017-10-23 12:49:29,241,240
10167851,1161114060,308,121,2017-10-23 12:49:36,2017-10-23 12:49:37,241,240
10167856,1161114026,323,1,2017-10-23 12:49:39,,999999,999999
10167852,1161114060,308,121,2017-10-23 12:49:39,2017-10-23 12:50:39,241,240
10167861,1161115030,308,121,2017-10-23 12:51:11,2017-10-23 12:51:32,241,240
10167859,1161114002,312,143,2017-10-23 12:51:37,2017-10-23 12:51:40,28.5,28
10167863,1161115030,308,121,2017-10-23 12:52:11,2017-10-23 12:52:17,241,240
10167871,1161115028,309,121,2017-10-23 12:53:49,2017-10-23 12:53:57,199,200
10167862,1161114060,308,121,2017-10-23 12:53:53,2017-10-23 12:54:57,241,240
10167887,1161114007,309,121,2017-10-23 12:54:02,2017-10-23 12:54:15,199,200
10167888,1161114007,309,121,2017-10-23 12:54:32,2017-10-23 12:54:40,199,200
10167866,1161114059,323,1,2017-10-23 12:54:45,2017-10-23 12:54:48,999999,999999
10167867,1161114070,323,1,2017-10-23 12:54:46,2017-10-23 12:55:06,999999,999999
10167875,1161115028,309,121,2017-10-23 12:54:54,2017-10-23 12:55:06,199,200
10167864,1161114060,308,121,2017-10-23 12:54:59,2017-10-23 12:55:00,241,240
10167865,1161114060,308,121,2017-10-23 12:55:03,2017-10-23 12:55:45,241,240
10167876,1161115028,309,121,2017-10-23 12:55:07,2017-10-23 12:55:08,199,200
10167889,1161114007,309,121,2017-10-23 12:55:07,2017-10-23 12:55:15,199,200
10167877,1161115028,309,121,2017-10-23 12:55:13,2017-10-23 12:55:13,199,200
10167874,1161115017,304,114,2017-10-23 12:55:22,,40.5,40
10167878,1161115028,309,121,2017-10-23 12:55:23,2017-10-23 12:55:38,199,200
10167890,1161114007,309,121,2017-10-23 12:55:25,2017-10-23 12:56:52,199,200
10167869,1161114055,303,116,2017-10-23 12:55:36,2017-10-23 12:55:38,999999,999999
10167868,1161114060,308,121,2017-10-23 12:55:46,2017-10-23 12:55:50,241,240
10167880,1161115028,309,121,2017-10-23 12:55:50,2017-10-23 12:55:51,199,200
10167882,1161115028,309,121,2017-10-23 12:55:56,2017-10-23 12:56:11,199,200
10167870,1161114060,308,121,2017-10-23 12:55:59,2017-10-23 12:56:18,241,240
10167883,1161115028,309,121,2017-10-23 12:56:19,2017-10-23 12:56:19,199,200
10167884,1161115028,309,121,2017-10-23 12:56:20,2017-10-23 12:56:21,199,200
10167872,1161114060,308,121,2017-10-23 12:56:25,2017-10-23 12:56:29,241,240
10167885,1161115028,309,121,2017-10-23 12:56:27,2017-10-23 12:56:40,199,200
10167873,1161114060,308,121,2017-10-23 12:56:35,2017-10-23 12:56:36,241,240
10167886,1161115028,309,121,2017-10-23 12:56:48,,199,200
10167893,1161114007,309,121,2017-10-23 12:56:53,2017-10-23 12:56:54,199,200
10167879,1161114007,323,1,2017-10-23 12:56:54,2017-10-23 12:58:12,999999,999999
10167894,1161114007,309,121,2017-10-23 12:56:55,2017-10-23 12:56:59,199,200
10167892,1161115002,310,122,2017-10-23 12:57:17,2017-10-23 12:57:24,31,30
10167881,1161115006,303,116,2017-10-23 12:57:25,2017-10-23 12:57:27,999999,999999
10167895,1161115002,310,122,2017-10-23 12:57:29,2017-10-23 12:57:31,33.5,30
10167891,1161114039,323,1,2017-10-23 12:58:15,2017-10-23 12:59:27,999999,999999
10167896,1161114059,323,1,2017-10-23 12:59:54,,999999,999999
>>>>>>> 5ae2b09e4e99f4d5fd27df70ce6bf316759a0122
